apartment_id,name,description,host_id,neighbourhood_name,neighbourhood_district,room_type,accommodates,bathrooms,bedrooms,beds,amenities_list,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review_date,last_review_date,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_instant_bookable,reviews_per_month,country,city,insert_date,unique_id,city_neighbourhood,ocupacion_30
11635771,Cool apt. in the heart of Madrid,"New!! Located in down town, close to Plaza Mayor and Puerta del Sol, from this beautiful apartment you can enjoy the most active neighborhood and all the city. The flat is located on the fifth floor (WITH ELEVATOR) of a recently renovated representative building. Functional spaces, fully furnished in a vintage context and style. With a total area of 60 m2, has natural light and is oriented toward the interior of the property, ensuring the absence of noise It consists of 3 bedrooms, living room and fully equipped kitchen. Bathroom with shower.  The flat has all the amenities you'll need to make your stay as comfortable as possible. Also, I have carefully added special touches and decorations to create a friendly, inviting atmosphere. I hope you will like it! Please, let me know if you need anything during your stay. Iï¿½ll be available ;) The location of this apartment will allow you to visit all attractions of the capital on foot. You can find the Plaza Mayor, Puerta del Sol and Royal Pa",1499812,Embajadores,Centro,Entire home/apt,6,1.0,3,3,"TV,Cable TV,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Elevator,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Hot water,Host greets you,Paid parking on premises",1300.0,3,1124,VERDADERO,30,48,68,343,112,27/03/2016,22/07/2018,990.0,100.0,100.0,100.0,100.0,100.0,100.0,VERDADERO,386.0,spain,Madrid,14/08/2018,2155,Madrid: Embajadores,0
11644226,500 year old Santa Cruz House restoration,"Hey whats up guys, my name is Juan Carlos. I had a dream to get a place and fix it up on my own. I am currently working on it and what you see is one of the finished rooms. Its a work in progress. If you are interested in more info about the designs I have done to the house please read below and check out my instagram. Instagram: @juancarloscoquerel  (all photos tagged with #jccoquerel are my listings and designs) I like to make beautiful spaces. There is not one specific way for something to be beautiful. When I first got this place, I felt like it was already a beauty, but it was covered up pretending to be something it was not. For many years, people who were here did not respect what it was. So I began to do what I felt the house asked for, which was not to try to be something it is not, but to accept what it is. And what it is is a 500-year-old house that is proud and comfortable with itself. I am old and I donï¿½t want to change or try to be something I am not. Donï¿½t make me new.",5522509,Santa Cruz,Casco Antiguo,Private room,2,1.0,1,1,"Wifi,Air conditioning,Kitchen,Paid parking off premises,Free street parking,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Patio or balcony,Garden or backyard,Cleaning before checkout",490.0,1,21,VERDADERO,1,18,39,300,377,10/03/2016,12/10/2019,950.0,100.0,100.0,100.0,100.0,100.0,100.0,VERDADERO,85.0,spain,Sevilla,30/10/2019,2156,Sevilla: Santa Cruz,29
11654423,Cozy centrally located flat,"Fully furnished flat at 15 minutes from the city center. Ready for 5 guests. Non smoking place, no pets. Convenient place for the Fallas Festival. Metro station Avenida del Cid, lines 3 and 5. Buses direct to the Malvarrosa beach (bus 3) and to the city center (bus 70)",61562396,Nou Moles,L'OLIVERETA,Entire home/apt,6,2.0,3,4,"Kitchen,Elevator,Free street parking,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Hot water,Refrigerator,Dishes and silverware,Cooking basics,Host greets you",900.0,2,1125,VERDADERO,24,52,82,357,8,20/03/2016,09/06/2019,800.0,90.0,70.0,90.0,100.0,90.0,80.0,FALSO,18.0,spain,Valencia,31/10/2019,2157,Valencia: Nou Moles,6
11658556,Apartament Boqueria Ramblas central,"The apartment is located in one of the most central areas of Barcelona, located in the heart of Barcelona, just 2 minutes walk from the Boqueria market and Las Ramblas. The apartment is located in the heart of Barcelona, is a large, large apartment of 110 m2, there are very few neighbors and the apartment is very quiet and sunny in the lounge. The apartment is available all for you, I give you two set of keys, so that you have more freedom to return to the apartment. will be available on my phone throughout your stay for any problems that you may have,. El Raval is a district of Barcelona, located in the district of Ciutat Vella, born of enlargement of the medieval walls of the city, although it probably existed earlier settlements. It is bounded by the neighborhood of Pueblo Seco, through the Avenida del Parallel; with the Sant Antoni, through the Rounds of Sant Pau and Sant Antoni; and the Gothic Quarter, across the street Pelayo and La Rambla. Among its main arteries include the Cal",18764013,El Raval,Ciutat Vella,Entire home/apt,10,2.0,3,7,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",980.0,3,1125,,9,24,35,270,56,16/03/2016,30/01/2017,880.0,90.0,90.0,90.0,90.0,90.0,90.0,FALSO,506.0,spain,Barcelona,09/02/2017,2158,Barcelona: El Raval,21
11658641,Waterfront 3 Bedroom Beach House,"- It is right on the beautiful Alcudia beach.<br />- Garden with direct access to the beach.<br />- It has BBQ, garage and accommodates up to 6 individuals.<br />- We will provide all bedding and linen.<br /><br /><b>The space</b><br />This is our summer home. We inherited this property 2 years ago and are renovating and improving it slowly. We have all the necessary amenities and the best view of Alcudia Bay. During the months of summer (June, July,  August) the town is quite crowded and the beach is full. Temperatures are around 30ï¿½C (86ï¿½F) but the sea breeze keeps the apartment cool. September storms scare many and the best sunsets can be appreciated from the terrace as the sun disappears into the water. From October onward, Alcudia becomes incredibly quiet as if we were talking about a different town. We, the locals, love it when we can finally find a parking spot.<br /><br /><b>Guest access</b><br />Guest's will have direct access to the beach.<br />There is a garage available to",27546440,Alcúdia,,Entire home/apt,6,2.0,3,5,"Dishes and silverware, Beachfront, Carbon monoxide alarm, Garden or backyard, Hot water, BBQ grill, Iron, High chair, Childrenu2019s dinnerware, Stove, Hangers, Wifi, Refrigerator, Kitchen, Cooking basics, Essentials, Free parking on premises, TV, Air conditioning, Oven, Washer, Coffee maker, Patio or balcony, Indoor fireplace, Heating, Bed linens, Smoke alarm, Microwave, Extra pillows and blankets, Crib, Free street parking, Dishwasher]",2500.0,5,90,VERDADERO,0,0,0,7,29,07/05/2016,09/08/2019,960.0,100.0,90.0,100.0,100.0,100.0,100.0,FALSO,53.0,spain,Mallorca,08/11/2020,2159,Mallorca: Alcúdia,30
11662416,Great flat with terrace center!!!,"Great three bedroom apartment with great location: in the center of Seville and close to the Santa Justa train station. Surrounded by a large shopping area: shops, supermarkets, restaurants, taxis, bus, shops, etc. Great three bedroom apartment with great location: in the center of Seville and close to the Santa Justa train station. Surrounded by a large shopping area: shops, supermarkets, restaurants, taxis, bus, shops, etc. Guests can access the service sheets, towels, shampoo . Several lines of buses and taxis. I recommend places to visit, try a meal, and other important information. I try to spend a good stay at Sevilla and I care about them before and during your stay for any questions or problems they may arise. The neighborhood is very commercial: You can find many restaurants, bars, shops, supermarkets, health center, theaters, etc. Also in 5 minutes walk reach all the most important monuments of Seville. There is very good communication transport in the neighborhood: many bus",3034627,An Roque,Nerviï¿½n,Entire home/apt,7,1.0,3,3,"TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Hot water,Bed linens,Extra pillows and blankets",680.0,2,1125,VERDADERO,0,0,0,161,49,18/04/2016,11/09/2018,860.0,90.0,90.0,100.0,100.0,90.0,90.0,FALSO,165.0,spain,Sevilla,22/09/2018,2160,Sevilla: An Roque,30
11664174,New and cozy penthouse w/ terrace,"Double room in a penthouse in a quite street in the middle of Barcelona. The apartment is a cozy opened space with kitchen, dinning room and living room together with a lot of light. 2 bedrooms with their own bathroom. 40m2 terrace. All new.",18728824,Sant Gervasi - Galvany,Sarriï¿½-Sant Gervasi,Private room,2,1.0,1,1,"Iron, Laptop-friendly workspace, Heating, Dryer, Wifi, Kitchen, Air conditioning, Hair dryer, Elevator, TV, Hangers, Washer]",550.0,32,1125,VERDADERO,0,0,0,0,2,11/06/2016,16/09/2016,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,FALSO,4.0,spain,Barcelona,06/11/2020,2161,Barcelona: Sant Gervasi - Galvany,30
11669635,Precioso apart  en el centro para 6,"This fantastic 2 SUITES APARTMENT is very spacious, accommodates up to 6 people with all comfort and its in the coolest neighborhood of the historical center, Alameda de Hï¿½rcules , 15 min walk from the cathedral and all other sites, you will LOVE it. A long stay can be negotiated also with weekly cleaning if needed.<br /><br /><b>The space</b><br />VFT/ SE/02136<br />This is really quite a unique apartment, as it has elevator and 2 fantastic rooms with ensuite bathroom, plus a very nice spacious living room and kitchen all equiped with the best qualities to host 6 people realy confortable. The sofa bed in the living room turns into a realy nice bed of 1.60m wide, and the other beds are 1.80m wide each (most beds in Spain are just 1.35 m wide). And there is nice Airconditioning and heating for the winter, also not common in Seville.<br />The location is really fantastic to profit form everything Seville has to offer walking short distance through beatiful streets full of charm, realy, y",3625780,"Doctor Barraquer, G. Renfe, Policlínico",Macarena,Entire home/apt,6,2.0,2,2,"Crib, Shampoo, Host greets you, Elevator, Dishwasher, Fire extinguisher, Essentials, Cooking basics, High chair, Iron, Patio or balcony, Coffee maker, TV, Hair dryer, Free street parking, Refrigerator, Heating, Dishes and silverware, Long term stays allowed, Hangers, Kitchen, Washer, Stove, Dedicated workspace, Hot water, Microwave, Paid parking on premises, Wifi, First aid kit, Air conditioning]",930.0,3,1125,VERDADERO,29,59,89,89,167,18/03/2016,13/03/2020,940.0,100.0,90.0,100.0,100.0,90.0,90.0,FALSO,286.0,spain,Sevilla,31/12/2020,2162,"Sevilla: Doctor Barraquer, G. Renfe, Policlínico",1
11670392,Barcelona city center. Remodel flat,"Remodel and confortable place in the city center It's only 15 minutes by bus to the beach Only 10 minutes walking to the Sagrada Familia Very wel connected to the main sports of the city We love our apartment, modern, minimal, clean, lighty and really confortable.   Our home is ideal for families with kids. As we have kids ourselves, we have many toys and stuff to share. Our kitchen is full equipped.    During sunny days is nice to have dinner in the terrace and for kids we have a big park really close, where they can bicing, run, play football while parents can take a break, eating spanish tapas in the outdoor bar.   We have two metro stations only 5 and 10 minutes walking and from there you can move to visit all the places that the city can offer.    The beach is only 15 minutes away by bus, and the bus-station is located in the rear of the building.    The Sagrada familia is 10 minutes by walk and we have Avenida Gaudi 5 minutes away, where you can find a lot of restaurants, bars",27720182,El Baix Guinardó,Horta-Guinardï¿½,Entire home/apt,5,2.0,3,4,"TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",1000.0,7,1125,VERDADERO,0,0,0,0,0,,,,,,,,,,FALSO,,spain,Barcelona,13/11/2017,2163,Barcelona: El Baix Guinardó,30
11673914,Can Palou,"The house is a gem of Mallorquin architecture and has been restored and furnished in a contemporary style with terracota floors. It has panoramic views to the mountains and Biniaraix. There are orange, lemon and olive groves nearby. Can Palou estï¿½ situado en uno de los pueblos mï¿½s bonitos de Espaï¿½a. Casa con jardï¿½n y piscina privada. Estoy disponible siempre si me necesitan. Existe un pequeï¿½o bus a 5 minutos de distancia de la casa que hace varios trayectos diarios a Sï¿½ller el pueblo mï¿½s cercano que se encuentra a 4 km de distancia.  Se puede aparcar de forma gratuita en la calle Joan Albertï¿½ Arbona junto Hotel sa Tanqueta.",39704415,Fornalutx,,Entire home/apt,4,2.0,2,3,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free street parking,Heating,Family/kid friendly,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop-friendly workspace,Private entrance,High chair,Stair gates,Babysitter recommendations,Pack ï¿½n Play/travel crib,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Garden or backyard",1700.0,5,1125,VERDADERO,23,31,46,176,11,19/08/2016,09/02/2020,980.0,100.0,100.0,90.0,100.0,100.0,90.0,VERDADERO,23.0,spain,Mallorca,25/06/2020,2164,Mallorca: Fornalutx,7
11686391,Ambiente familiar y tranquilo,"BIEN SITUADO EN EL BARRIO DE ARGUELLES,CASA SEï¿½ORIAL, Ambiente familiar Salï¿½n y baï¿½os Estoy presente durante toda la estancia de los huespedes Seï¿½orial,con grandes almacenes y tiendas muy cerca de parques y muy bien comunicado",50712233,Universidad,Centro,Private room,1,2.0,1,1,"TV,Wifi,Smoking allowed,Breakfast,Elevator,Heating,Smoke detector,Fire extinguisher,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Pocket wifi,Luggage dropoff allowed,Long term stays allowed",350.0,2,1125,VERDADERO,29,59,89,364,2,13/03/2016,19/05/2016,500.0,30.0,90.0,90.0,80.0,70.0,50.0,FALSO,4.0,spain,Madrid,14/05/2020,2165,Madrid: Universidad,1
11687495,,"What everyone loves most about my place is the light and the enormous space. There's a fully equipped kitchen, a big white bed and a big sofa bed. Wifi works perfectly and the metro (Suanzes) is just 5 min walk away. El parque Quinta de los Molinos esta justo donde el metro Suanzes y en el camino hay varios supermercados y restaurantes.",48387429,Simancas,San Blas - Canillejas,Entire home/apt,4,1.0,1,1,"Cable TV,Internet,Wifi,Air conditioning,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Hair dryer,Laptop friendly workspace",500.0,1,1125,VERDADERO,0,0,0,0,0,,,,,,,,,,FALSO,,spain,Madrid,07/06/2019,2166,Madrid: Simancas,30
11691751,Mirablau,"Spacious apartment with 3 bedrooms and 2 bathrooms with side sea views. A few meters from the beach and the center of Empuriabrava where you can find the best restaurants, bars, supermarkets and fashion shops. CHARACTERISTICS: The apartment has a south facing terrace with awning, 2 hot / cold air conditioning units (one in the dining room and the other in the suite) and mosquito nets in all the windows. Wifi connection and TV 32 '' with satellite channels included. . American kitchen fully equipped with refrigerator, ceramic hob, microwave, oven, washing machine, dishwasher, coffee maker, bikiniere, toaster, crockery / cutlery and all the necessary kitchen utensils. . Rooms: 2 double matrimonial rooms + 1 children's room with bunk bed. With children's board games, iron, drying rack, beach towels and parasol. . Bathrooms: 1 bathroom with bathtub (en-suite) + 1 bathroom with shower INCLUDED SERVICES: . Covered parking . Wifi (included since Jan-19, simultaneity: 2 computers) . Air condit",62120128,Castelló D'Empúries,,Entire home/apt,6,2.0,3,4,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Paid parking off premises,Elevator,Free street parking,Heating,Family/kid friendly,Washer,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Private entrance,Bathtub,Childrenï¿½s books and toys,Window guards,Crib,Pack ï¿½n Play/travel crib,Childrenï¿½s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Single level home,Patio or balcony,Long term stays allowed,Cleaning before checkout,No stairs or steps to enter,Flat path to guest entrance,Waterfront,Beachfront",900.0,2,30,VERDADERO,29,59,89,364,35,18/04/2016,20/07/2019,960.0,100.0,100.0,100.0,100.0,100.0,90.0,VERDADERO,83.0,spain,Girona,30/09/2019,2167,Girona: Castelló D'Empúries,1
11705677,Loft de 80m2 en el centro de Gracia,"Loft en el corazon del barrio autï¿½ntico de Gracia, con mucha vida, cerca del Parque Guell y la Sagrada Familia y al lado de Paseig de Gracia y del centro.  Todas las comodidades dentro y al lado. Ideal para parejas y familias. Licencia turistica segun la normativa If youï¿½re thinking about taking a break in the wonderful and sunny city of Barcelona, and if you are looking for an authentic and quiet quarter full of restaurants, pretty architecture and charming squares, this flat is best suited for you ! Recently renovated, this flat is made of 4 different spaces : a 25m2 dining room with an open-plan kitchen, a 20m2 design lounge, 1 room with a double bed, 1 room with 2 individual beds that can make one double bed, and a design bathroom.  Bed sheets, towels and all costs are included (water, electricity, gas, Internet). The flat is ideally located in the center of Graciaï¿½s quarter, close to the Virreinaï¿½s square with its wonderful architecture and terraces and Verdiï¿½s street and its dive",62223446,La Vila De Gràcia,Grï¿½cia,Entire home/apt,6,1.0,2,2,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",950.0,5,1125,,0,0,0,216,14,06/06/2016,04/11/2016,970.0,100.0,90.0,100.0,100.0,100.0,100.0,FALSO,137.0,spain,Barcelona,08/04/2017,2168,Barcelona: La Vila De Gràcia,30
11713036,Rosas(Canyelles)-Beautiful house with amazing view,"Nice flat in a beautiful house with an amazing view over the bay of Canyelles Petites, surrounded by a huge garden and at a 7 min. walking distance to the beach and supermarket, as well as to the bakery.  The city Roses you can reach by bus and car As the house is settled on the hill the only way to reach it, is by around 90 stairs  (Website hidden by Airbnb)   (Website hidden by Airbnb)   (Website hidden by Airbnb)   (Website hidden by Airbnb)",42748237,Roses,,Entire home/apt,3,1.0,1,2,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Family/kid friendly,Washer,Smoke alarm,Essentials,Hangers,Hair dryer,Laptop-friendly workspace,Private entrance,Childrenï¿½s dinnerware,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Beachfront",650.0,3,1125,VERDADERO,0,0,0,179,39,27/07/2016,30/10/2019,960.0,100.0,90.0,100.0,100.0,100.0,100.0,VERDADERO,82.0,spain,Girona,29/06/2020,2169,Girona: Roses,30
11715525,New renovated apartment,"Newly renovated apartment with high ceilings, American kitchen, very bright, air conditioning (hot-cold), WIFI (50mg), 43 TV, DVD with movies, the apartment is brand new vintage style and is located on the parallel street To the SOHO of Valencia, in the neighborhood of RUFAZA (the fashionable neighborhood) you will find everything (restaurants, terraces, museums, pubs, discos, pharmacies, supermarkets, banks ...) Travel cot available, sofa bed 120cm, TV 43 inches, DVD with movies, air conditioning and heating in all rooms, WIFI 50 megs, kitchenette with oven, washing machine, refrigerator and microwave. No one can tell that Ruzafa is the fashionable neighborhood in Valencia. And we could say that it has been reborn from its ashes, because in spite of being in the center of Valencia, the neighborhood went through a stage of decadence that almost ends with it: the emigrants gave it vidilla, and after them came the artists, the architects , The designers. To the locutorios and Arab store",59460881,Russafa,L'EIXAMPLE,Entire home/apt,4,1.0,2,3,"TV,Internet,Wifi,Air conditioning,Kitchen,Paid parking off premises,Free street parking,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Babysitter recommendations,Pack ï¿½n Play/travel crib,Room-darkening shades,Childrenï¿½s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Host greets you,Trash can",500.0,2,30,VERDADERO,3,7,7,86,91,20/03/2016,04/01/2020,920.0,90.0,90.0,100.0,100.0,90.0,90.0,VERDADERO,189.0,spain,Valencia,29/02/2020,2170,Valencia: Russafa,27
11715525,New renovated apartment,"Newly renovated apartment with high ceilings, American kitchen, very bright, air conditioning (hot-cold), WIFI (50mg), 43 TV, DVD with movies, the apartment is brand new vintage style and is located on the parallel street To the SOHO of Valencia, in the neighborhood of RUFAZA (the fashionable neighborhood) you will find everything (restaurants, terraces, museums, pubs, discos, pharmacies, supermarkets, banks ...)<br /><br /><b>The space</b><br />Travel cot available, sofa bed 120cm, TV 43 inches, DVD with movies, air conditioning and heating in all rooms, WIFI 50 megs, kitchenette with oven, washing machine, refrigerator and microwave.",59460881,Russafa,L'EIXAMPLE,Entire home/apt,4,1.0,2,3,"Heating, Washer, First aid kit, Microwave, Shower gel, Laptop-friendly workspace, Long term stays allowed, Patio or balcony, Iron, TV, Cooking basics, Oven, Stove, Babysitter recommendations, Paid parking off premises, Coffee maker, Free street parking, Luggage dropoff allowed, Host greets you, Bed linens, Hair dryer, Air conditioning, Hangers, Wifi, Childrenu2019s dinnerware, Kitchen, Pack u2019n Play/travel crib, Dishes and silverware, Refrigerator, Shampoo, Hot water, Extra pillows and blankets, Essentials, Room-darkening shades]",510.0,2,30,VERDADERO,14,31,61,151,93,20/03/2016,09/08/2020,920.0,90.0,90.0,100.0,100.0,90.0,90.0,VERDADERO,172.0,spain,Valencia,30/08/2020,2171,Valencia: Russafa,16
11719508,Estupenda hab. grande y luminosa!,"Piso supertranquilo y agradable, muy luminoso y silencioso.Soy una persona limpia ordenada, no fumadora y no tengo mascota. Es un lugar ideal para tener tu privacidad en una zona muy comunicada, metro a 1 calle , buses, bicing y cerca de las 2 rondas This large room is located in a fully furnished, three-bedroom flat on the third floor of a building with lift near Sant Martï¿½ station in Spain's multicultural metropolis, Barcelona. In this property, you will find a fully-equipped kitchen which includes all the appliances you will need to prepare and enjoy a delicious homemade meal, a stylish living room with cosy couches and a flat-screen TV, and one full, shared bathroom at your disposal. There is internet connectivity for your convenience.  The room is convenient and features a sizeable desk, a dresser, and three individual beds; it can thus be rented to couples or groups of three tenants.  Min. Of 2 people to booked the room Pick/Drop by car at airport could be hired  Se puede solicit",62316678,Sant Martí De Provençals,Sant Martï¿½,Private room,3,1.0,1,3,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Breakfast,Elevator,Free street parking,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Hot water,Host greets you",350.0,2,21,VERDADERO,5,15,29,276,179,05/04/2016,09/12/2018,960.0,100.0,100.0,100.0,100.0,90.0,100.0,VERDADERO,547.0,spain,Barcelona,10/12/2018,2172,Barcelona: Sant Martí De Provençals,25
11736309,Budhaholidays-Villa Toldrï¿½,"Villa Toldrï¿½ tiene capacidad para 8 personas con una superficie habitable de (Phone number hidden by Airbnb) metros de jardï¿½n, estï¿½ dividida en dos plantas. El jardï¿½n es ideal para niï¿½os, hay porteria de fï¿½tbol, casita de madera, y juegos para la piscina.",5980639,Sils,,Entire home/apt,8,3.0,4,6,"TV,Pool,Kitchen,Smoking allowed,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials",2600.0,7,1125,VERDADERO,29,59,89,364,0,,,,,,,,,,FALSO,,spain,Girona,29/07/2019,2173,Girona: Sils,1
11749547,wunderschï¿½ne Finca auf dem Land bei Ses Salines,"Die 200 Jahre alte Finca wurde liebevoll restauriert, wobei darauf geachtet wurde, den bï¿½uerlichen Charme des Hauses zu erhalten. Das Haus liegt im Sï¿½dosten von Mallorca, einem der schï¿½nsten Flecke der Insel, sowie in der Nï¿½he der besten Strï¿½nde. Die Finca ist ein ï¿½ber 200 Jahre altes Bauernhaus auf dem Land. Der nï¿½chste Ort, Ses Salines liegt ca. 1,5 km entfernt. Auï¿½er zu der Garage, in der sich Heizungstank, Poolpumpe und unsere privaten Dinge befinden, haben sie zu allen Bereichen Zugang. Bei einem etwaigem Problem wenden Sie sich bitte telefonisch direkt an uns oder an die Verwalterin vor Ort. Da es direkte Nachbarn gibt, bitten wir um Rï¿½cksichtnahme. Da sich die Finca in einer lï¿½ndlichen Umgebung befindet, gehï¿½ren die typischen Eigenschaften und Gerï¿½usche des Landlebens dazu, wie z.B. Hundegebell oder der erste Hahnenschrei am Morgen.",12569346,Ses Salines,,Entire home/apt,6,2.0,3,6,"TV,Wifi,Pool,Kitchen,Free street parking,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Long term stays allowed,Other",2200.0,6,21,VERDADERO,8,27,57,332,7,13/08/2017,26/07/2019,1000.0,100.0,100.0,100.0,100.0,100.0,90.0,FALSO,27.0,spain,Mallorca,28/09/2019,2174,Mallorca: Ses Salines,22
11749547,wunderschï¿½ne Finca auf dem Land bei Ses Salines,"Die 200 Jahre alte Finca wurde liebevoll restauriert, wobei darauf geachtet wurde, den bï¿½uerlichen Charme des Hauses zu erhalten.<br />Das Haus liegt im Sï¿½dosten von Mallorca, einem der schï¿½nsten Flecke der Insel, sowie in der Nï¿½he der besten Strï¿½nde.<br /><br /><b>The space</b><br />Die Finca ist ein ï¿½ber 200 Jahre altes Bauernhaus auf dem Land. Der nï¿½chste Ort, Ses Salines liegt ca. 1,5 km entfernt.<br /><br /><b>Guest access</b><br />Auï¿½er zu der Garage, in der sich Heizungstank, Poolpumpe und unsere privaten Dinge befinden, haben sie zu allen Bereichen Zugang.<br /><br /><b>Other things to note</b><br />Da sich die Finca in einer lï¿½ndlichen Umgebung befindet, gehï¿½ren die typischen Eigenschaften und Gerï¿½usche des Landlebens dazu, wie z.B. Hundegebell oder der erste Hahnenschrei am Morgen.",12569346,Ses Salines,,Entire home/apt,6,2.0,3,6,"Hot water, Patio or balcony, Laptop-friendly workspace, Ethernet connection, Wifi, Extra pillows and blankets, Bathtub, Iron, Stove, Long term stays allowed, Oven, Garden or backyard, Dishes and silverware, Cooking basics, Kitchen, BBQ grill, Hair dryer, TV, Hangers, Free street parking, Pool, Dishwasher, Washer, Refrigerator, Bed linens, Essentials, Heating]",1800.0,6,21,VERDADERO,30,60,90,365,8,13/08/2017,22/08/2020,980.0,100.0,100.0,90.0,100.0,100.0,90.0,FALSO,21.0,spain,Mallorca,21/10/2020,2175,Mallorca: Ses Salines,0
11753309,Walking distance to EVERYWHERE!,"Itï¿½s a recently remodeled flat in the core of Madrid. You will have  everything at your disposal: cinemas, theatres, metro, buses, restaurants, pubs, terraces, shops, and tourism on foot. It is a centric 70m2 friendly flat, located 3 minutes walking distance from Metro Callao and Gran Vï¿½a, and 7 minutes from Cercanï¿½as (train) Sol. It is close to many attraction of this vibrant city: leisures, culture, transport... Every room has a double bed with all essential facilities (EXCEPT FOR THE KITCHEN, but we have a FRIDGE and a MICROWAVE), and a key. Wifi, air conditioning, central heating, 2 bathrooms (1 bath). It's a flat with 4 rooms that are connected to my other flat (in which I live), via the kitchen. The door connecting the 2 houses will be closed and the kitchen will not be available for the guests. 24h availability, you can contact me through phone or face to face depending on my schedule. The house belongs to Malasaï¿½a neighbourhood, a very cool and artistic place full of pubs, rest",62013227,Universidad,Centro,Private room,2,2.0,1,1,"Wifi,Air conditioning,Heating,Family/kid friendly,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Hot water,Bed linens,Pocket wifi,Microwave,Refrigerator",300.0,1,1125,VERDADERO,29,58,84,359,46,10/09/2016,08/03/2020,860.0,90.0,80.0,90.0,90.0,100.0,80.0,VERDADERO,105.0,spain,Madrid,17/04/2020,2176,Madrid: Universidad,1
