anio,tabla,pregunta,ambito,TOTAL,NADA,POCO,BASTANTE,MUCHO
2022,EAL-23,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Responder a un sistema predeterminado de promoción interna,100,20.773,44.002,30.479,4.747
2022,EAL-23,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios técnicos introducidos en la empresa,100,9.436,24.136,51.333,15.096
2022,EAL-23,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,10.913,30.735,46.433,11.92
2022,EAL-23,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,6.461,14.625,54.557,24.357
2022,EAL-23,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,7.198,21.945,54.229,16.628
2022,EAL-23,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,7.932,26.472,46.214,19.381
2022,EAL-23a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Responder a un sistema predeterminado de promoción interna,100,21.831,44.226,29.42,4.523
2022,EAL-23a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios técnicos introducidos en la empresa,100,9.961,24.571,50.721,14.746
2022,EAL-23a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,11.497,31.164,45.527,11.811
2022,EAL-23a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,6.864,14.864,54.258,24.014
2022,EAL-23a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,7.497,21.789,54.188,16.525
2022,EAL-23a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,8.212,26.533,45.933,19.321
2022,EAL-23b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Responder a un sistema predeterminado de promoción interna,100,11.403,42.263,39.819,6.515
2022,EAL-23b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios técnicos introducidos en la empresa,100,4.771,20.587,56.88,17.762
2022,EAL-23b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,5.697,26.892,54.893,12.517
2022,EAL-23b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,2.849,12.755,57.51,26.887
2022,EAL-23b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,4.499,23.156,54.813,17.533
2022,EAL-23b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,5.544,25.629,49.013,19.814
2022,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Responder a un sistema predeterminado de promoción interna,100,6.554,38.01,45.098,10.339
2022,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios técnicos introducidos en la empresa,100,2.522,14.572,57.95,24.956
2022,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Readaptar al personal a los cambios organizativos introducidos en la empresa,100,3.507,25.457,53.28,17.756
2022,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,1.579,8.497,54.911,35.013
2022,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,3.806,26.095,52.026,18.073
2022,EAL-23c,"EMPRESAS DE MÁS DE 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS",Adaptación impuesta por cambios normativos,100,3.078,29.325,46.241,21.356
