anio,tabla,pregunta,ambito,TOTAL,NADA,POCO,BASTANTE,MUCHO
2024,EAL-23d,EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,8.622,20.749,54.127,16.502
2024,EAL-23d,EMPRESAS DE LA INDUSTRIA QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Adaptación impuesta por cambios normativos,100,9.336,21.57,45.944,23.15
2024,EAL-23e,EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Responder a un sistema predeterminado de promoción interna,100,26.644,45.327,23.875,4.154
2024,EAL-23e,EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Readaptar al personal a los cambios técnicos introducidos en la empresa,100,13.994,28.679,46.599,10.728
2024,EAL-23e,EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Readaptar al personal a los cambios organizativos introducidos en la empresa,100,16.786,33.498,41.561,8.155
2024,EAL-23e,EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,8.741,16.595,52.589,22.075
2024,EAL-23e,EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,7.393,20.185,53.103,19.32
2024,EAL-23e,EMPRESAS DE LA CONSTRUCCIÓN QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Adaptación impuesta por cambios normativos,100,7.167,18.34,48.138,26.356
2024,EAL-23f,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Responder a un sistema predeterminado de promoción interna,100,24.872,41.166,27.332,6.63
2024,EAL-23f,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Readaptar al personal a los cambios técnicos introducidos en la empresa,100,12.8,21.391,49.249,16.561
2024,EAL-23f,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Readaptar al personal a los cambios organizativos introducidos en la empresa,100,14.121,28.64,44.052,13.187
2024,EAL-23f,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Adaptar al personal recién incorporado a las técnicas y sistemas de la empresa,100,7.805,15.009,49.654,27.532
2024,EAL-23f,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Mejorar la cualificación básica del personal para compensar su insuficiencia o inadecuación formativa,100,8.216,23.417,49.976,18.391
2024,EAL-23f,EMPRESAS DEL SECTOR SERVICIOS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE RELEVANCIA DE POSIBLES OBJETIVOS DE LAS ACCIONES FORMATIVAS,Adaptación impuesta por cambios normativos,100,9.211,24.064,41.034,25.691
