anio,tabla,pregunta,ambito,TOTAL,NADA,POCO,BASTANTE,MUCHO
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,11.22,22.91,40.466,25.404
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,3.24,10.339,48.565,37.856
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,5.755,18.505,39.209,36.532
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas de oficina,100,10.175,26.234,41.314,22.277
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Técnicas específicas del puesto de trabajo,100,15.604,27.366,36.756,20.275
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,5.978,17.568,46.763,29.69
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,20.125,40.933,27.781,11.161
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,18.27,39.684,31.555,10.491
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,10.798,30.978,41.785,16.438
2021,EAL-16,"EMPRESAS, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,22.563,42.041,25.273,10.122
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,11.802,23.491,40.235,24.472
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,3.328,10.462,48.794,37.417
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,5.888,18.377,39.013,36.722
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas en oficina,100,10.688,26.396,40.643,22.273
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Técnicas específicas del puesto de trabajo,100,16.14,27.487,36.497,19.876
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,6.219,17.649,46.563,29.57
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,20.722,41.105,27.437,10.736
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,19.016,39.707,30.847,10.43
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,11.309,31.599,41.137,15.955
2021,EAL-16a,"EMPRESAS DE 5 A 49 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,23.513,42.346,24.52,9.621
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,3.821,15.747,43.261,37.172
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,2.142,8.954,45.77,43.134
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,4.101,20.404,41.908,33.586
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas en oficina,100,3.629,24.008,49.922,22.441
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Técnicas específicas del puesto de trabajo,100,8.778,26.134,39.994,25.095
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS","De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",100,2.933,16.727,49.26,31.08
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",En lenguas extranjeras,100,12.71,39.173,31.837,16.279
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Básicas de cálculo y/o comunicación oral o escrita,100,8.858,40.053,40.108,10.981
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Generales de tecnologías de la información,100,4.263,23.379,50.316,22.041
2021,EAL-16b,"EMPRESAS DE 50 A 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Profesionales de tecnologías de la información,100,10.514,38.93,34.599,15.957
2021,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De dirección,100,1.825,10.69,45.964,41.521
2021,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De trabajo en equipo,100,1.564,6.078,43.431,48.927
2021,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",De atención al público/ trato a clientes,100,3.043,16.97,39.809,40.179
2021,EAL-16c,"EMPRESAS DE MÁS DE 499 TRABAJADORES, SEGÚN GRADO DE IMPORTANCIA PARA EL DESARROLLO DE LA EMPRESA EN LOS PRÓXIMOS AÑOS DE DIVERSAS COMPETENCIAS",Administrativas en oficina,100,2.134,25.666,51.158,21.042
