ENCUESTA ANUAL LABORAL,,,,,,EAL
,,,,,,Volver al índice
"EAL-20. EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN TAMAÑO DE LA EMPRESA, POR COMPETENCIAS EN LAS QUE SE HAN FORMADO (1)",,,,,,
Año 2022. Porcentaje sobre el total de empresas formadoras en cada categoría.,,,,,,
,TOTAL,DE 5 A 9 TRABAJADORES,DE 10 A 49 TRABAJADORES,DE 50 A 249 TRABAJADORES,DE 250 A 499 TRABAJADORES,MÁS DE 499 TRABAJADORES
De dirección,13.52802007207086,12.50312670810906,13.326687231961477,17.863044825449286,24.22680412371134,27.74338773213281
De trabajo en equipo,24.28139628868757,26.50985260466366,22.02994507561508,23.02726709357571,29.053420805998126,31.570061902082163
De atención al público/ trato a clientes,23.473545953591756,26.921188427011053,20.67470468738244,19.71700061970667,18.134957825679475,28.86888013505909
Administrativas de oficina,15.630788401306706,16.6035148831306,15.165337446392295,13.592233009708737,11.715089034676664,11.254924029262803
Técnicas específicas del puesto de trabajo,41.638601690634154,38.86475018760249,42.33221728989542,51.260070233422844,53.608247422680414,49.465391108610014
"De resolución de problemas (localización de problemas o fallos, análisis de sus causas y búsqueda de soluciones)",11.690886740982723,11.864815037844748,11.211534120833647,12.456104110720926,15.55763823805061,16.769836803601574
En lenguas extranjeras,8.894352204223217,4.658100258474537,9.74813783763449,23.724437099772775,28.8659793814433,29.487900956668543
Generales de tecnologías de la información ,12.00409187350554,9.750697140104316,12.882777819577157,17.677132823796736,20.89971883786317,23.747889701744512
Profesionales de tecnologías de la información ,5.492456134442461,4.691451811637839,5.840418328192009,7.286717620326379,8.200562324273664,10.467079347214407
Básicas de cálculo y/o comunicación oral o escrita,1.6013875324150473,1.9158614428252472,1.1229403355654202,1.9004337946705225,4.404873477038426,4.558244231851435
Otras ,19.598053413262384,18.27201897332802,21.273794296892635,18.880396612270193,13.87066541705717,14.575126617895329
(1) Una empresa puede haber señalado de una a tres competencias.,,,,,,
