Provincias;País de residencia;Meses;Total
02 Albacete;Luxemburgo;Julio;..
02 Albacete;Luxemburgo;Agosto;..
02 Albacete;Luxemburgo;Septiembre;..
02 Albacete;Luxemburgo;Octubre;..
02 Albacete;Luxemburgo;Noviembre;..
02 Albacete;Luxemburgo;Diciembre;..
02 Albacete;Países Bajos;Total;..
02 Albacete;Países Bajos;Enero;..
02 Albacete;Países Bajos;Febrero;..
02 Albacete;Países Bajos;Marzo;..
02 Albacete;Países Bajos;Abril;..
02 Albacete;Países Bajos;Mayo;..
02 Albacete;Países Bajos;Junio;..
02 Albacete;Países Bajos;Julio;..
02 Albacete;Países Bajos;Agosto;..
02 Albacete;Países Bajos;Septiembre;..
02 Albacete;Países Bajos;Octubre;..
02 Albacete;Países Bajos;Noviembre;..
02 Albacete;Países Bajos;Diciembre;..
02 Albacete;Polonia;Total;..
02 Albacete;Polonia;Enero;..
02 Albacete;Polonia;Febrero;..
02 Albacete;Polonia;Marzo;..
02 Albacete;Polonia;Abril;..
02 Albacete;Polonia;Mayo;..
02 Albacete;Polonia;Junio;..
02 Albacete;Polonia;Julio;..
02 Albacete;Polonia;Agosto;..
02 Albacete;Polonia;Septiembre;..
02 Albacete;Polonia;Octubre;..
02 Albacete;Polonia;Noviembre;..
02 Albacete;Polonia;Diciembre;..
02 Albacete;Portugal;Total;..
02 Albacete;Portugal;Enero;..
02 Albacete;Portugal;Febrero;..
02 Albacete;Portugal;Marzo;..
02 Albacete;Portugal;Abril;..
02 Albacete;Portugal;Mayo;..
02 Albacete;Portugal;Junio;..
02 Albacete;Portugal;Julio;..
02 Albacete;Portugal;Agosto;..
02 Albacete;Portugal;Septiembre;..
02 Albacete;Portugal;Octubre;..
02 Albacete;Portugal;Noviembre;..
02 Albacete;Portugal;Diciembre;..
02 Albacete;Republica Checa;Total;..
02 Albacete;Republica Checa;Enero;..
02 Albacete;Republica Checa;Febrero;..
02 Albacete;Republica Checa;Marzo;..
02 Albacete;Republica Checa;Abril;..
02 Albacete;Republica Checa;Mayo;..
02 Albacete;Republica Checa;Junio;..
02 Albacete;Republica Checa;Julio;..
02 Albacete;Republica Checa;Agosto;..
02 Albacete;Republica Checa;Septiembre;..
02 Albacete;Republica Checa;Octubre;..
02 Albacete;Republica Checa;Noviembre;..
02 Albacete;Republica Checa;Diciembre;..
02 Albacete;Suecia;Total;..
02 Albacete;Suecia;Enero;..
02 Albacete;Suecia;Febrero;..
02 Albacete;Suecia;Marzo;..
02 Albacete;Suecia;Abril;..
02 Albacete;Suecia;Mayo;..
02 Albacete;Suecia;Junio;..
02 Albacete;Suecia;Julio;..
02 Albacete;Suecia;Agosto;..
02 Albacete;Suecia;Septiembre;..
02 Albacete;Suecia;Octubre;..
02 Albacete;Suecia;Noviembre;..
02 Albacete;Suecia;Diciembre;..
02 Albacete;Resto de la UE;Total;..
02 Albacete;Resto de la UE;Enero;..
02 Albacete;Resto de la UE;Febrero;..
02 Albacete;Resto de la UE;Marzo;..
02 Albacete;Resto de la UE;Abril;..
02 Albacete;Resto de la UE;Mayo;..
02 Albacete;Resto de la UE;Junio;..
02 Albacete;Resto de la UE;Julio;..
02 Albacete;Resto de la UE;Agosto;..
02 Albacete;Resto de la UE;Septiembre;..
02 Albacete;Resto de la UE;Octubre;..
02 Albacete;Resto de la UE;Noviembre;..
02 Albacete;Resto de la UE;Diciembre;..
02 Albacete;Noruega;Total;..
02 Albacete;Noruega;Enero;..
02 Albacete;Noruega;Febrero;..
02 Albacete;Noruega;Marzo;..
02 Albacete;Noruega;Abril;..
02 Albacete;Noruega;Mayo;..
02 Albacete;Noruega;Junio;..
02 Albacete;Noruega;Julio;..
02 Albacete;Noruega;Agosto;..
02 Albacete;Noruega;Septiembre;..
02 Albacete;Noruega;Octubre;..
02 Albacete;Noruega;Noviembre;..
02 Albacete;Noruega;Diciembre;..
02 Albacete;Reino Unido;Total;..
02 Albacete;Reino Unido;Enero;..
02 Albacete;Reino Unido;Febrero;..
02 Albacete;Reino Unido;Marzo;..
02 Albacete;Reino Unido;Abril;..
02 Albacete;Reino Unido;Mayo;..
02 Albacete;Reino Unido;Junio;..
02 Albacete;Reino Unido;Julio;..
02 Albacete;Reino Unido;Agosto;..
02 Albacete;Reino Unido;Septiembre;..
