,apartment_id,name,description,host_id,neighbourhood_name,neighbourhood_district,room_type,accommodates,bathrooms,bedrooms,beds,amenities_list,price,pricexperson,minimum_nights,maximum_nights,has_availability,availability_30,ocupation30,ocup%30,availability_60,ocupation60,availability_90,ocupation90,availability_365,ocupation365,number_of_reviews,first_review_date,last_review_date,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,general_satisf,reviews_per_month,country,city,insert_date,is_instant_bookable,amenities_score,zona
466,1615517,Apartment 5Min To The Beach 2B,Apartamento En La Ciudad De Blanes A Pocos Pasos De La Playa Totalmente Equipado En Una Bonita Zona Y Con Piscina Comunitaria El Apartamento Se Encuentra En La Planta Segunda Tiene Un Total De Cuatro Habitaciones Ptimo Para 6 Personas Pero Con Una Capacidad Mxima De 8 Personas Esta A Cinco Minutos Andando De La Playa Y Hay Muchos Restaurantes Y Supermercados Cerca Great Place Apartamento En La Segunda Planta Con Unas Vistas Impresionantes Es Posible Incluir Dos Camas Para Un Total De 8 Personas Piscina Comunitaria Y Zona De Juegos Para Ninos,8598917,Blanes,,Entire Home Apt,6,2,4,4,"TV,Pool,Kitchen,Elevator,Heating",790.0,131.66666666666666,7,1125,True,30,0,0.0,60,0,90,0,365,0,4,2014-07-22,2019-08-24,95.0,10.0,7.0,10.0,10.0,10.0,10.0,9.4,6.0,Spain,Girona,2019-12-31,False,19.0,Girona_Blanes
467,1616281,Like At Home But Without Mum,Sunny And Renovated Apartment In A Charming Area Of The City Close To Plaza Espaa And With The Magic Mountain Of Montjuc Brand New And Sunny Apartment In The Charming Area Of Poble Sec In A Quite Street Very Close To Montjuc Mountain With All Services Close To The Flat Supermarkets Shops Restaurants The Flat Has A Double Bedroom With Balcony And Another Single Bedroom With An Exterior Window From Here You Have Easy Access To The Castle The Olympic Stadium Plaza Espaa Two Minutes From The Metro Station Poble Sec Green Line From Paral Lel Avenue You Have Buses To The Beach And The Town Centre Is On The Other Side Of The Mencioned Avenue Come To Enjoy This Authentic Area Of The City It Has Become Fashion On The Last Years And Now Is Full Of Terraces Cellars And Artists Studios All Flat Is Available I Just Have One Room Witch I Use Like A Storage For Me Is The Best Area Of The City Still Have Charming Old Shops And Beautiful Squares To See How Life Goes By Ver,3513529,El Poble Sec,Sants-Montjuc,Entire Home Apt,3,1,2,2,"TV,Internet,Wifi,Kitchen,Free parking on premises,Paid parking off premises,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Hot water,Host greets you,Paid parking on premises",990.0,330.0,5,90,True,0,30,100.0,11,49,11,79,236,129,47,2013-10-02,2018-01-05,91.0,8.0,9.0,10.0,10.0,9.0,9.0,9.2,84.0,Spain,Barcelona,2018-05-14,False,27.0,Barcelona_Sants-Montjuc_El Poble Sec
468,1617393,5 Star Classy Modern Flat Great Location View,Elegant Well-Furnished Large 2 Bedroom 2 5 Bathroom With Great View Very Near Plaza Espaa Comfortably Fits Four Air Conditioning Heating In All Rooms Surrounded By Great Restaurants Cafes All Major Metro And Bus Lines A Few Yards Away A Dream Come True Two Bedrooms With Large Beds Each With Its Own Bathroom The Master Bedroom Has High Definition Tv And A Small Walk-In Closet Too Two Different Cable Providers Large Tvs In Both Bedrooms Living Room With Rugs And Leather Couches Two Balconies That Overlook Trees Cafes And A Park The Location Is Extraordinary You'Re Right In The Middle Of Central Madrid And Yet Have Peace And Quiet More Than 50 Restaurants Within A 5 Block Radius Movie Theaters A Block Away Parks El Cortes Ingles Many Banks The Apartment Is So Well-Situated That You Have 3 Different Metro Lines Within A Block Several Buses That Connect You With All The City Are A Few Steps Away Even The Double Decker Red Buses For The Tourists Pass Nearby,6271519,Universidad,Centro,Entire Home Apt,4,3,2,2,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",1350.0,337.5,60,365,,0,30,100.0,2,58,32,58,307,58,2,2015-05-22,2015-06-02,60.0,4.0,8.0,6.0,8.0,8.0,6.0,6.8,9.0,Spain,Madrid,2017-04-08,False,42.0,Madrid_Centro_Universidad
469,1622564,Duplex-Terrace Close To Gran Va,Our Duplex Penthouse Is Located On Calle Fomento 25 Very Close To Gran Via Plaza De Espaa Y Royal Palace To 200M From Emblematic Torre De Madrid Where Luis Buuel Was Living From 60S To 80S 150X200 Viscolastic Matress Locker Room Our Apartment Is Located On Calle Fomento 25 Very Close To Gran Via And Plaza De Espaa It Is A Spacious And Comfortable 70 Squared Meters Two-Bedroom Duplex Apartment That Fits Four Adults It Is Located In A New Building With Elevator In Harmony With The Old Madrid Buildings Environment It Has Free Wifi Access Air Conditioned And Heat Etc It'S A Very Quiet Street So The Apartment Is Really Peaceful Linen And Towels Are Included Too On The Downstairs Floor You'Ll Find The Living Room From You Can Get To A Little Terrace From You Can See The Plaza De Espaa Buildings A Fitted Kitchen One Bedroom And One Bathroom Both The Second Bedroom And Bathroom Are Upstairs The Two Bedrooms Have A Double Bed And A Spacious Built-In Closet There'S Als,2564339,Palacio,Centro,Entire Home Apt,4,2,2,2,"TV,Internet,Wifi,Air conditioning,Kitchen,Pets allowed,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Baby bath,Crib,Hot water,Bed linens,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Garden or backyard,Luggage dropoff allowed,Step-free access,Well-lit path to entrance,Step-free access,Accessible-height bed,Step-free access,Step-free access,Host greets you,Paid parking on premises",900.0,225.0,3,30,True,25,5,16.666666666666664,40,20,62,28,225,140,35,2014-01-07,2018-04-19,91.0,9.0,10.0,10.0,10.0,10.0,9.0,9.8,62.0,Spain,Madrid,2018-08-14,False,69.0,Madrid_Centro_Palacio
470,1624014,Beautiful Apartment To Enjoy The Real Barcelona,Recently Refurbished Modern And Spacious 3 Bedrooms 2 Bathroom Apartment With A Balcony Which Is Very Suitable For Families And Groups 6 Persons You Will Find Yourself In The Core Of The Popular Eixample Area From Barcelona This Recently Refurbished Apartment Is Very Suitable For Families And Groups 6 Persons The 3 Bedrooms 2 Modern Bathroom Apartment With A Balcony Is Fully Equipped With A Flat-Screen Tv A Complete Kitchen With A Dining Area And A Tasty Interior There Is Wifi Available Free Of Charge Entering The Apartment You Find The First Bedroom Which Overlook The Patio This Bedroom Has An Individual Bed The Second Bedroom Is Very Bright Because Of The Natural Light This Bedroom Can Be Entered Trough The Living Room Has Another Individual Bed The Room Has An Entrance To The Balcony The Master Bedroom Can Also Be Entered Trough The Living Room It Is Also Very Bright And Can Be Either Accommodated For Couples 2 Beds Together Or Otherwise Used As Triple,1260560,La Nova Esquerra De L'Eixample,Eixample,Entire Home Apt,6,2,3,5,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Paid parking off premises,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Pack �n Play/travel crib,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Oven,Stove,Patio or balcony,Host greets you",1600.0,266.6666666666667,3,90,True,16,14,46.666666666666664,46,14,76,14,334,31,141,2014-04-14,2020-01-06,91.0,9.0,9.0,10.0,10.0,9.0,9.0,9.4,198.0,Spain,Barcelona,2020-02-16,True,68.0,Barcelona_Eixample_La Nova Esquerra De L'Eixample
472,1636054,Excellent And Spacious Apartment Old Town,Recently Remodeled Design Apartment Historic Building Restored Spacious And Very Comfortable Full Equipped Maximum Capacity 6 People Confortable Apartment 2 Bedrooms Both Whit Windows And 2 Bathrooms One Bath And One Shower Beautiful Furnishings Spacious 80M2 All Amenities Lcd Tv 32' Satelite All Lenguajes Wi-Fi Tv Playstation Ii Dvd Air Conditioning Heating And Ceiling Fans Too Washing Machine And Clothes Dryer In The Heart Of The Historic Centre Near All Amenities Monuments Restaurants Tapas Bars Shops Etc Cervantes Theatre Picasso Museum Plaza Merced Alcazaba Paseo Maritimo Cathedral Calle Larios Malagueta Beach Ideal For Beach Holidays And Culture It Will Be A Pleasure To Give You Our Help And All The Local Information You Need To Make Your Stay Unforgettable Very Good Situation In The Heart Of The City Centre Near Restaurants 50 Metres Shops 200 Metres Supermarket And Bakery 100 Metres Tapas Bar 25 Metres Flamen,8689293,Centro,,Entire Home Apt,6,2,2,6,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,High chair,Crib,Pack �n Play/travel crib,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Dishes and silverware,Long term stays allowed,Host greets you,Paid parking on premises",850.0,141.66666666666666,2,1120,True,19,11,36.666666666666664,45,15,75,15,75,290,33,2014-12-10,2019-12-15,92.0,9.0,9.0,10.0,10.0,10.0,9.0,9.6,54.0,Spain,Malaga,2019-12-31,False,52.0,Malaga_Centro
473,1639471,Casa Plaza Neptuno- Room En Suite,This Is My House Open To Everyone This Flat Is 300 Sq Mtrs On A 2 Floor This 19 Century Building And The Floor Is Original From Those Days Spacious And Very Light Full House 4 Balconies To The Street We Are Looking For Very Easy Going People And Flexible In Some Changes That Could Happen In Our House Also Arrival Time Is Very Important For Me We Do Not Accept Visits In Our House Just Our Guest Perfect Room In This 19 Th Century Building Between Prado Museum Puerta Del Sol And Plaza Cibeles Just 5 Or 10 Min Walking To The Royal Palace Plaza Mayor Monasterio De Las Descalzas Reales Salamanca Neigbourhood Botin Restaurante Retiro Perfect For Long Terms Or Exchange Website Hidden By Airbnb This Is My House Open To Everyone This Flat Is 300 Sq Website Hidden A 3 Floors Building This 19 Th Century Building And The Floor Is Original From Those Days Spacious And Very Light Full House 4 Balconies To The Street And 20 Windows View To Two Court Yards W,901218,Cortes,Centro,Private Room,5,2,1,4,"Wifi,Kitchen,Paid parking off premises,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Luggage dropoff allowed,Long term stays allowed,Paid parking on premises",480.0,96.0,4,1125,True,8,22,73.33333333333333,17,43,47,43,310,55,194,2013-09-22,2019-09-28,89.0,9.0,9.0,10.0,9.0,10.0,9.0,9.4,263.0,Spain,Madrid,2019-10-16,True,49.0,Madrid_Centro_Cortes
474,1639547,Cozy Sunny Apartment In Old Town,Moderno Lujoso Exterior Y Soleado Apartamento De Una Habitacin En El Corazn De Madrid Reformado Totalmente En Agosto 2013 A 5 Minutos Caminando De La Plaza Mayor Modern Sunny And Great Views Renovated In August 2013 5 Minutes Walking To Plaza Mayor Puerta Del Sol Palacio Real Br Br B The Space B Br Apartamento De Diseo En El Corazn De El Rastro Desde El Que No Necesitar Tomar El Transporte Pblico Dispone De Aire Acondicionado Calefaccin Central Vistas Mucho Sol Y Tranquilidad Designed Apartment In El Rastro Sunday Street Market You Dont Need To Take The Subway To Visit Madrid You Enjoy All The Facilities Like Air Conditioning Central Heating Great Views Its Very Sunny And Quiet At The Same Time Br Br B Guest Access B Br Todo El Apartamento Est A Su Entera Disposicin La Cocina Y El Bao Son Privados Y Exclusivos No Lo Tiene Que Compartir Con Nadie Br The Apartment Is Only For You You Dont Need To Share Any Room Its Private,8705535,Embajadores,Centro,Entire Home Apt,4,1,1,2,"Room-darkening shades, Smoke alarm, TV, Washer, Wifi, Host greets you, Iron, Hangers, Stove, Heating, Long term stays allowed, Laptop-friendly workspace, Shower gel, Air conditioning, Carbon monoxide alarm, Coffee maker, Extra pillows and blankets, Fire extinguisher, Microwave, Essentials, Paid parking off premises, Bed linens, Pack u2019n Play/travel crib, Hair dryer, Kitchen, Cooking basics, Hot water, Dishes and silverware, Childrenu2019s books and toys, Refrigerator, Elevator, Shampoo]",700.0,175.0,4,1125,True,0,30,100.0,0,60,0,90,239,126,24,2013-09-23,2020-02-16,95.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,28.0,Spain,Madrid,2020-10-17,False,61.0,Madrid_Centro_Embajadores
475,1645680,Romantic And Lovely Coutry House,Romantic House In Mallorca'S Wine Country Just Outside The Town Of Santa Maria You Get A Private Room With Bathroom And Direct Access To The Gardens Of The Property Also Included Breakfast The House Of Romance At Your Disposal Whether As A Spectacular Swimming Pool Surrounded By Vegetation Like An Oasis If You Like Bike Rides As Well Walk Is A Wonderful Area You Also Have Hiking Trails Starting From The Same House Wine Trail Golf Course Airport The City Of Palma De Mallorca And Beaches Within 10 Minutes Drive From The House In The Country But Close To Everything We Have Another Room In The Same House But You Can See In Airbnb As Romantic Oasis In Majorca,3435893,Santa Mara Del Cam,,Private Room,2,1,1,1,"TV,Internet,Wifi,Air conditioning,Pool,Free parking on premises,Smoking allowed,Breakfast,Free street parking,Indoor fireplace,Heating,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Crib,Hot water,Luggage dropoff allowed,Long term stays allowed,Host greets you",890.0,445.0,3,30,True,30,0,0.0,60,0,90,0,365,0,87,2014-04-26,2019-10-31,94.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,128.0,Spain,Mallorca,2019-11-28,False,56.0,Mallorca_Santa Mara Del Cam
476,1648617,Holiday House In Cala Tuent,Historic Finca With Private Access To The Sea Estate Of 32 Hectares Land With Pine Trees Ancient Olive Trees Oak Trees Lemon And Orange Groves Idyllically Situated Between Mountains And Sea In The Very Heart Of A Unesco World Heritage Site What If You Could Have Mountains And Sea View At The Same Time What If The Sunsets Stars Would Make You Doubt Whether It Is Real Why Don'T You Just Find Out Yourself Guests Will Have Access To -A Huge Swimming Pool -Olive Orange Trees -Petanque -Ping Pong Table -Upon Request -Typical Local Meals Can Be Prepare -Other Services Can Be Provided Next To The House Lives The Concierge If Needed Additional Services Can Be Offered The Concierge Will Let The Guests Enjoy The House And Its Surroundings Restaurant Es Vergeret With Unique View At 500 Meters Private Direct Access To The Pristine Pebble Beach Through A 5 Min Hike Through The Garden Olive And Orange Groves The Wonderfull Torrenete De Pareis Of Sa Calobra Is One Bay Away F,8746555,Escorca,,Entire Home Apt,12,5,6,12,"TV,Cable TV,Wifi,Pool,Kitchen,Free parking on premises,Doorman,Indoor fireplace,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,Baby bath,High chair,Crib,Children�s dinnerware,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,BBQ grill,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Host greets you",1035.7753727473917,86.31461439561598,3,1125,True,6,24,80.0,15,45,24,66,291,74,38,2014-07-14,2019-06-10,99.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,63.0,Spain,Mallorca,2019-06-27,False,63.0,Mallorca_Escorca
477,1660109,Duplex Con Vistas Espectaculares,Duplex Con Vistas Espectaculares 124 M2 Terraza A 5 Minutos Reales Caminando Hasta La Playa Apartamento Con 2 Habitaciones 2 Baos Y 2 Salones Duplex Total Phone Number Hidden By Airbnb Sft2 With Spectacular Views From Living Room And Terrace A Real 5 Minutes Walk To Beach Quiet Area Apartment With 2 Bedrooms 2 Bathrooms And 2 Lounges Es Un Dplex Totalmente Reformado Y De Diseo Con Vistas Espectaculares Y Nicas Dos Estancias De Saln Diferentes Acondicionado Tanto Para El Verano Aire Acondicionado Como Para El Invierno Calefaccin It Is A Completely Renovated Duplex Design With Spectacular And Unique Views Two Rooms Of Different Room Conditioning For Both Summer Air Conditioning And Winter Heating Duplex Total Phone Number Hidden By Airbnb Sft2 With Spectacular Views From Living Room And Terrace A Real 5 Minutes Walk To The Beach Quiet Area Apartment With 2 Bedrooms 2 Bathrooms And 2 Lounges Air Conditioning Tv Fully Equipped Kitchen Ov,8797129,Cadaqus,,Entire Home Apt,4,2,2,4,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials",1390.0,347.5,5,365,True,28,2,6.666666666666667,52,8,56,34,301,64,29,2014-05-05,2018-07-06,97.0,10.0,10.0,9.0,10.0,10.0,10.0,9.8,48.0,Spain,Girona,2019-04-29,False,27.0,Girona_Cadaqus
478,1670427,Walk Everywhere Brand New Apartwifi,The Apartment Is Right In The Center Of Barcelona You Will Not Need To Take Any Transportation To Visit Most Places In The City By Walking Br There Is A 24 Hour Supermarket In Front Of The Apartment Br You Will Love The Apartment Br Br B The Space B Br Beautiful Apartment In The Center Of Barcelona Well Situated 3 Minutes From Pl Catalunya Br Fully Renovated And Equipped With Every Comfort Br Br The Floor Has Br Br - Bright Dining Room With Brick Walls And High Ceilings With Wooden Beams The Living Room Has A Sofa Bed For 2 People And There Is Also Part A Chair Bed For 1 Person Br In Addition A Table Chairs Tv Etc Br Br - Fully Equipped Kitchen With All Appliances And Utensils Not Going To Miss Anything Br Br - Large Bedroom With A Double Bed And An Open Closet Br Br - Designer Bathroom With Shower Br Br It Has Air Conditioning Hair Dryer Towels For 5 People Linen Iron Etc If You Have Any Questions Ask If,8843962,La Dreta De L'Eixample,Eixample,Entire Home Apt,5,1,1,3,"Elevator, Hot water, Hangers, Essentials, Laptop-friendly workspace, Iron, Microwave, Air conditioning, Long term stays allowed, TV, Extra pillows and blankets, Washer, Hair dryer, Heating, Dishes and silverware, Bed linens, Wifi, Kitchen, Cooking basics, Refrigerator, Paid parking on premises, Crib]",650.0,130.0,3,1124,True,27,3,10.0,57,3,87,3,362,3,503,2013-10-08,2020-07-14,94.0,10.0,9.0,10.0,10.0,10.0,9.0,9.8,588.0,Spain,Barcelona,2020-10-12,True,56.0,Barcelona_Eixample_La Dreta De L'Eixample
479,1672204,Sunny 1-Bedroom In Eixample Barcelona,I Am A Sunny 1-Bedroom Apartment In Eixample Barcelona And I Can Accommodate 4 Guests I Have A Living Room With An American Kitchen A Balcony Wi-Fi And Comfortable Furniture The Bedroom Is Great And Private The Rooms Are Quiet As You May Have Read In The Summary Which I Hope Is So Cheesy You Enjoyed It The Apartment Is A 1-Bedroom One 50 Sq M Or 540 Sq Ft Found In The Heart Of Eixample A Short Walk Away From Passeig De Gracia 5 Mins From Metro And Bus It Sleeps 2-4 Guests Comfortably Has Wi-Fi Modern Kitchen Appliances And A Full Bath Plus A Supermarket Right Downstairs The Apartment Consists Of A Living Room With Kitchen And Balcony All In One Space A Completely Private Bedroom With Windows And Roll-Up Spanish Blinders Please Treat Them With Care A Full Bathroom With A Bath Tub And Shower Head Toilet And Bidet The Pull-Out Sofa In The Living Room Has A Good Mattress And Is Comfortable To Sleep On There Is A Closet For Your Belongings Next To The Bathroom,1750495,L'Antiga Esquerra De L'Eixample,Eixample,Entire Home Apt,4,1,1,1,"TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Bathtub,Pack �n Play/travel crib,Hot water,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Long term stays allowed,Host greets you",900.0,225.0,4,90,True,28,2,6.666666666666667,50,10,60,30,210,155,83,2014-04-22,2020-01-04,90.0,10.0,9.0,9.0,10.0,10.0,9.0,9.6,113.0,Spain,Barcelona,2020-05-11,False,66.0,Barcelona_Eixample_L'Antiga Esquerra De L'Eixample
480,1678293,Paseo De La Castellana Excellent,Enjoy The Privilege Of Staying In The Most Famous Avenue Of Madrid The Paseo De La Castellana In A Spacious Comfortable And Welcoming Apartment Located In The Best Transport Provided Area Of Madrid The Neighborhood Is Modern,8879142,Almenara,Tetun,Private Room,2,2,4,1,"TV,Internet,Wifi,Kitchen,Paid parking off premises,Smoking allowed,Doorman,Elevator,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Host greets you,Paid parking on premises",320.0,160.0,1,1125,True,0,30,100.0,0,60,9,81,284,81,66,2013-12-29,2018-07-06,84.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,115.0,Spain,Madrid,2018-09-11,False,37.0,Madrid_Tetun_Almenara
481,1691141,Gorgeous Views In Eixample Center,Welcome To Barcelona Barcelona Is A Colorfull City With An Amazing Athmosphere Plenty Of Experiences To Enjoy We Want You To Feel The Barcelona Experience In Our 90 Meters Apartment With Views A Few Minutes From The City Center Barcelona Is My Hometown So I Will Be Pleased To Give You Information About What To Visit Nice Places To Eat At And Good Clubs Pubs Bars Anything Regarding The City The Apartment Very Centric In The Best Beautiful Part Of Eixample Districht Meto Stop Line 5 Hospital Clinic At 50 Meters 2 Double Rooms With 2 Double Bed 2 Sofas One Of Them Sofa-Bed For 2 People Tv Wireless Router Wi-Fi Connection For Using Your Laptop Supermarket Night Store Around The Corner Till 23 59 Pm Washing Machine To Leave With Clean Clothes Equiped Kitchen - Very Central And Safe Neighborhood - No Traffic Noise To Sleep With Silence - Bed Linen And Towels Included - Metro And City Map As Well As Top Attractions Will Be Listed In Your Room I Live Close By T,759411,La Nova Esquerra De L'Eixample,Eixample,Entire Home Apt,5,1,3,3,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,Hot water,Long term stays allowed,Host greets you,Paid parking on premises",600.0,120.0,30,1125,True,0,30,100.0,29,31,59,31,334,31,15,2014-01-03,2018-10-10,84.0,9.0,8.0,10.0,9.0,9.0,8.0,9.0,25.0,Spain,Barcelona,2018-11-07,False,49.0,Barcelona_Eixample_La Nova Esquerra De L'Eixample
482,1692008,Next To Sants Station Camp Nou,Enjoy Barcelona From Our Bright And Cozy Apartment In Sants You Will Enjoy The Lovely Little Terrace Overlooking A Pedestrian Street Great Location Just Three Minutes Walking Distance From The Ave Train Station In Sants Touristic Licence Hutb-010854 The Apartment Has A Double Bedroom With Double Bed And A Second Bedroom With Single Bed If You'Re More Than Three People You Can Use The Sofa Bed In The Living Room The Apartment Also Has A Dining Room Kitchen Laundry And Bathroom With Shower The Site Is Equipped With Kitchen Utensils Washing Machine Fridge And Microwave We Offer Towels And Bed Linen The Main Room Has Heating And Air Conditioning System While The Living Room And The Rest Of The Apartment Has A Good-Sized Mobile Conditioning We Offer Wifi Connection The Apartment Is Located On A Third Floor Without Elevator 10 Steps Per Floor The Building Is The Home Of Families That Have Lived There For Many Years It Is Not A Touristic Equipment For This Reason Aft,8938204,Sants,Sants-Montjuc,Entire Home Apt,4,1,2,3,"TV,Internet,Wifi,Air conditioning,Kitchen,Paid parking off premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Pack �n Play/travel crib,Hot water,Bed linens,Extra pillows and blankets,Long term stays allowed,Host greets you,Paid parking on premises",1120.0,280.0,1,90,True,6,24,80.0,32,28,62,28,337,28,163,2013-12-29,2018-06-18,91.0,9.0,9.0,10.0,10.0,10.0,9.0,9.6,295.0,Spain,Barcelona,2018-07-10,False,50.0,Barcelona_Sants-Montjuc_Sants
483,1699028,Room Conexion Direct To Airport Near Beach,Habitacin Con Bao Mucha Luz Wifi Tv Ascensor Esperamos Que Nuestro Huesped Se Sienta Como En Su Casa Acceso Directo Desde El Aeropuerto En Bus Cambio De Bus En La Misma Parada Del Aerobus Ubicacin Ideal Para Disfrutar De La Playa Y De Visitas A La Ciudad A 10 Min De La Playa Andando A 10 Min De Plaza Catalua En Bus Y A 15 Min Andando A Sagrada Familia Parada De Bus Diurno Y Nocturno En La Puerta De Casa Tenemos Mapas Y Guias De Barcelona A Vuestra Disposicin Hola Sabemos Que Viajar Solo A Veces Tiene Algunos Inconvenientes Por Lo Que Estamos Disponibles Para Orientaros En Vuestra Visita Y Ayudaros En Lo Que Sea Posible A Que Vuestra Estancia Sea Perfecta El Piso Est Ubicado Muy Cerca De La Playa 15 Min Andando A 15 Min Andando De La Sagrada Familia Y A 10 Min Del Ccib Queremos Que Os Sintis Como En Vuestra Casa La Habitacin Tiene Un Bao Justo Enfrente En El Apartamento Hay 2 Baos Tambin Tenemos Tv En La Habitacin Wifi Y Cama Para 1 Huesped Pase,8967766,Provenals Del Poblenou,Sant Mart,Private Room,1,1,1,1,"TV,Wifi,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Well-lit path to entrance,Host greets you,Waterfront",390.0,390.0,3,90,True,0,30,100.0,0,60,0,90,0,365,76,2017-08-07,2019-11-18,97.0,10.0,9.0,10.0,10.0,10.0,10.0,9.8,266.0,Spain,Barcelona,2019-12-10,True,68.0,Barcelona_Sant Mart_Provenals Del Poblenou
484,1706758,House In The Very Center Of Seville,N Inscripcin En El Registro De Turismo De Andaluca Vft Se 00125 Three Stories With Small Roof Terrace This House Is A True Gem Right In The Centre Of Seville At The End Of Calle Tetuan Beside La Campana Surrounded By Shops Squares And Just A Very Short Stroll From The Cathedral And The Giralda As You Enter The House Guests Will Climb One Flight Of Stairs To The Living Area The Lounge Is A Good Size With Large Windows Fantastic Modern Sofa That Is Also A Double Sofa Bed Makes This Room Ideal For Relaxing Or Watching Some Tv On The Plasma Screen There Is Also A Dining Table And Six Chairs So Guests May Sit Down And Enjoy Meals Cooked In The Kitchen That Is Off The Lounge The Kitchen Is New And Fully Equipped With Everything Guests Will Need To Prepare Great Meals Up The Second Flight Of Stairs And You Come To The First Bedroom Comfortable Twin Beds Furnish This Room These Can Be Left Together Or Separate According To What Guest Wish Just Outside This Bedroom There Is A B,9006692,Alfalfa,Casco Antiguo,Entire Home Apt,6,2,2,4,"TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Pack �n Play/travel crib,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Stove,Patio or balcony,Luggage dropoff allowed,Host greets you",850.0,141.66666666666666,2,1125,True,7,23,76.66666666666667,16,44,33,57,267,98,53,2014-05-11,2019-03-22,93.0,10.0,9.0,10.0,10.0,10.0,9.0,9.8,82.0,Spain,Sevilla,2019-08-31,False,66.0,Sevilla_Casco Antiguo_Alfalfa
