anio,tabla,pregunta,ambito,TOTAL,NADA,POCO,BASTANTE,MUCHO
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,10.031,13.505,60.232,16.232
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS","La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,32.843,22.364,35.637,9.155
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",Dificultad para evaluar la necesidades de formación de la empresa,100,37.356,45.367,15.583,1.694
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",La falta de cursos de formación adecuados en el mercado,100,31.751,39.726,21.844,6.679
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",El alto coste de los cursos de formación,100,24.188,36.048,29.953,9.811
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,38.558,35.28,23.59,2.573
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,19.757,27.189,39.518,13.536
2020,EAL-24,"EMPRESAS QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",Dificultad para acceder a ayudas o subvenciones públicas,100,28.6,34.344,26.123,10.934
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,9.562,12.413,60.887,17.138
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS","La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,33.346,20.923,36.16,9.571
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",Dificultad para evaluar la necesidades de formación de la empresa,100,37.729,44.676,15.874,1.721
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",La falta de cursos de formación adecuados en el mercado,100,31.923,38.787,22.195,7.094
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",El alto coste de los cursos de formación,100,24.232,35.274,30.331,10.163
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,38.908,34.639,23.798,2.654
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,20.075,26.729,39.384,13.813
2020,EAL-24a,"EMPRESAS DE 5 A 49 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",Dificultad para acceder a ayudas o subvenciones públicas,100,28.259,33.378,26.85,11.513
2020,EAL-24b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,13.333,21.38,56.102,9.185
2020,EAL-24b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS","La estrategia preferida de la empresa fue contratar personal con la cualificación, habilidades o competencias requeridas",100,28.636,33.101,32.248,6.015
2020,EAL-24b,"EMPRESAS DE 50 A 499 TRABAJADORES QUE PROPORCIONARON FORMACIÓN A SUS TRABAJADORES, SEGÚN GRADO DE LIMITACIÓN A LA FORMACIÓN QUE SUPUSIERON CIERTOS MOTIVOS",Dificultad para evaluar la necesidades de formación de la empresa,100,33.691,51.192,13.601,1.516
