anio,tabla,pregunta,ambito,TOTAL,NADA,POCO,BASTANTE,MUCHO
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,7.497,11.745,48.18,32.578
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,"La empresa prefirió contratar a personal con la cualificación, habilidades y competencias necesarias",100,16.991,14.927,45.484,22.598
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,Dificultad para evaluar la necesidades de formación de la empresa,100,33.929,46.144,15.427,4.501
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,La falta de cursos de formación adecuados en el mercado,100,32.974,40.854,18.727,7.444
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,El alto coste de los cursos de formación,100,32.154,34.644,22.305,10.896
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,La empresa prefirió tener personal con contratos formativos o personal en formación por convenio de Formación profesional dual a proporcionar más formación a sus trabajadores,100,69.386,20.775,7.963,1.875
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,El mayor esfuerzo realizado en años anteriores para ofrecer formación a sus trabajadores,100,42.478,33.815,18.795,4.912
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,La elevada carga de trabajo y el escaso tiempo disponible de los empleados de su empresa,100,23.112,29.498,30.973,16.417
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,Dificultad para acceder a ayudas o subvenciones públicas,100,36.386,31.367,20.381,11.866
2024,EAL-25,EMPRESAS QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,Otras razones,100,63.988,21.749,7.994,6.269
2024,EAL-25a,EMPRESAS DE 5 A 49 TRABAJADORES QUE NO PROPORCIONARON FORMACIÓN A SUS TRABAJADORES SEGÚN GRADO DE INFLUENCIA QUE SUPUSIERON CIERTOS MOTIVOS PARA NO PROPORCIONAR FORMACIÓN,El nivel de formación de los empleados era el apropiado para las necesidades de la empresa,100,7.412,11.741,48.169,32.679
