anio,tabla,pregunta,ambito,categoria,DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - TOTAL,DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - PROPORCIONARON FORMACIÓN (1),DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - NO PROPORCIONARON FORMACIÓN (1),NO DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - TOTAL,NO DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - PROPORCIONARON FORMACIÓN (2),NO DETECTARON NECESIDADES FORMATIVAS DE SU PERSONAL - NO PROPORCIONARON FORMACIÓN (2)
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",total_empresas,TOTAL,29.12369381417594,89.97451064326575,10.02548935673425,70.87630618582406,66.57059021059533,33.42940978940467
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 5 a 9 trabajadores,23.671862237569215,83.5447255074602,16.4552744925398,76.32813776243079,59.48118081180811,40.51881918819189
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 10 a 49 trabajadores,31.724690468656373,93.10074064642092,6.899259353579084,68.27530953134362,72.74923577556454,27.25076422443546
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 50 a 249 trabajadores,48.70109405249651,98.74271979291856,1.2665249144864563,51.29890594750349,90.86361242759348,9.13638757240653
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,De 250 a 499 trabajadores,58.70818915801615,100.0,0.0,41.25336409073433,96.8313140726934,3.168685927306617
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",tamano_empresa,Más de 499 trabajadores,62.7536231884058,99.7690531177829,0.23094688221709,37.2463768115942,98.7029831387808,1.297016861219196
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Industria,29.340513983371125,91.94306691569524,8.063373478456882,70.65948601662888,69.76172010804162,30.23827989195839
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Construcción,27.053956674525153,90.61164090759618,9.388359092403814,72.94604332547485,73.01664735654613,26.98335264345387
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Comercio y reparación de vehículos,28.46734925496992,90.8689501436104,9.131049856389591,71.53265074503008,67.38433192302443,32.61566807697557
2024,EAL-18,"EMPRESAS SEGÚN DETECTARAN O NO NECESIDADES FORMATIVAS DE SU PERSONAL E IMPARTIERAN O NO FORMACIÓN POR TAMAÑO DE LA EMPRESA, ACTIVIDAD ECONÓMICA Y COMUNIDAD AUTÓNOMA",sector,Transporte y almacenamiento,25.90190514795298,95.03129890453836,4.968701095461659,74.09809485204703,71.21854485776805,28.78145514223195
